student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,previous_gpa,pass_fail
S04566,Female,18,High School,Low,Yes,Moderate,2.1,90.2,6.76,1.8,68.9,79.4,2,No,2.24,Pass
S04567,Female,15,PhD,Medium,Yes,Quiet,4.14,86.5,7.35,2.1,97.0,95.3,2,No,2.0,Pass
S04568,Male,15,Master,High,Yes,Quiet,3.39,91.1,7.7,1.5,74.6,83.3,0,Yes,2.59,Pass
S04569,Female,17,Master,High,No,Noisy,3.5,90.6,5.75,3.3,77.3,68.8,1,No,1.7,Fail
S04570,Male,15,Bachelor,Low,Yes,Moderate,0.81,76.9,6.68,0.0,76.2,55.5,6,No,0.81,Fail
S04571,Female,16,High School,Low,No,Noisy,2.5,50.8,6.35,1.9,100.0,80.3,2,No,1.34,Fail
S04572,Female,15,Master,Low,Yes,Quiet,2.86,83.9,8.18,2.9,93.6,61.1,2,Yes,1.42,Fail
S04573,Male,15,Bachelor,Medium,Yes,Quiet,3.56,83.2,8.7,1.6,90.4,70.4,1,Yes,2.06,Fail
S04574,Male,18,Master,Medium,Yes,Noisy,4.33,86.6,7.04,1.9,83.0,81.5,4,No,1.71,Fail
S04575,Male,18,High School,Medium,Yes,Quiet,4.15,100.0,7.4,4.0,82.9,58.0,7,No,2.38,Pass
S04576,Male,15,High School,High,No,Quiet,2.3,84.5,5.53,2.4,66.4,71.6,3,Yes,0.89,Fail
S04577,Male,17,PhD,Medium,Yes,Moderate,2.33,91.9,7.3,4.3,93.1,54.4,3,No,2.09,Fail
S04578,Male,18,Bachelor,High,Yes,Quiet,4.69,88.8,6.74,5.0,74.4,65.1,3,No,2.64,Pass
S04579,Female,15,High School,Low,Yes,Noisy,2.57,71.2,8.36,3.3,60.8,63.3,1,No,1.25,Fail
S04580,Female,18,High School,Low,Yes,Moderate,1.7,72.1,6.77,2.1,77.8,88.4,2,Yes,0.7,Fail
S04581,Male,15,Bachelor,Medium,No,Noisy,2.75,96.5,6.18,4.9,80.2,73.3,3,No,1.97,Pass
S04582,Female,18,High School,Low,Yes,Noisy,4.62,76.2,5.66,0.0,100.0,60.1,6,No,3.09,Pass
S04583,Male,18,Bachelor,Medium,Yes,Quiet,1.91,88.7,7.18,0.2,92.8,63.9,1,Yes,2.32,Fail
S04584,Female,16,Bachelor,High,Yes,Moderate,2.49,74.8,6.46,3.7,65.2,85.4,4,No,1.56,Pass
S04585,Female,15,Master,Low,Yes,Quiet,1.96,92.5,8.22,6.2,95.6,46.6,1,Yes,1.27,Fail
S04586,Male,15,High School,Medium,Yes,Quiet,4.15,87.5,7.63,3.5,41.1,58.0,0,Yes,1.61,Fail
S04587,Male,15,PhD,Medium,Yes,Noisy,3.35,82.0,6.9,2.8,86.2,54.4,3,No,1.67,Fail
S04588,Male,15,High School,Low,Yes,Quiet,4.11,91.7,7.63,1.8,69.7,72.6,1,No,2.69,Pass
S04589,Female,18,Bachelor,Medium,Yes,Quiet,4.88,87.6,8.74,3.3,58.9,72.0,2,No,2.67,Pass
S04590,Male,16,High School,High,Yes,Quiet,1.19,77.8,5.84,4.2,62.3,67.9,1,Yes,2.24,Pass
S04591,Female,16,Bachelor,Medium,Yes,Quiet,2.09,85.1,6.36,3.6,100.0,69.0,3,No,2.51,Pass
S04592,Male,17,PhD,Medium,Yes,Moderate,2.48,91.7,8.94,2.6,86.8,50.0,0,No,1.83,Fail
S04593,Female,15,Master,High,Yes,Moderate,3.08,96.1,6.25,4.1,85.7,56.1,2,No,2.09,Fail
S04594,Female,17,Bachelor,Medium,Yes,Moderate,3.61,83.7,7.66,3.0,94.5,78.9,0,Yes,2.49,Pass
S04595,Male,18,Bachelor,Low,Yes,Noisy,2.41,100.0,8.19,3.3,76.5,48.2,2,No,1.84,Fail
S04596,Female,17,Master,Medium,No,Quiet,2.17,77.6,6.98,4.0,100.0,66.1,2,Yes,1.89,Fail
S04597,Female,15,Master,Medium,Yes,Quiet,4.15,69.4,7.69,1.1,76.7,84.5,1,No,2.58,Pass
S04598,Male,16,PhD,Medium,No,Quiet,3.66,70.9,6.71,2.5,40.0,73.3,1,No,1.89,Fail
S04599,Female,16,High School,Medium,Yes,Moderate,3.38,84.9,8.82,2.7,100.0,59.9,2,No,2.16,Fail
S04600,Male,15,PhD,Low,Yes,Moderate,0.5,85.1,6.56,0.7,40.0,80.9,0,Yes,1.12,Fail
S04601,Male,18,High School,Medium,Yes,Noisy,4.45,86.3,6.05,0.9,76.0,59.3,2,No,1.41,Fail
S04602,Male,15,High School,Medium,Yes,Moderate,3.22,78.3,7.89,1.6,91.3,70.9,3,No,2.04,Pass
S04603,Male,18,High School,Medium,Yes,Quiet,2.81,100.0,7.71,4.1,44.7,58.4,2,No,2.18,Pass
S04604,Female,16,High School,High,Yes,Quiet,2.02,100.0,7.15,2.2,77.8,47.8,2,No,1.28,Fail
S04605,Female,18,Master,High,Yes,Moderate,2.24,73.6,7.03,2.7,77.6,68.3,2,No,1.95,Fail
S04606,Female,15,Master,Medium,Yes,Moderate,1.93,84.0,6.5,3.0,93.8,88.2,2,Yes,1.24,Fail
S04607,Male,15,Master,Medium,Yes,Quiet,0.6,85.5,6.27,3.4,87.2,87.2,2,No,1.44,Fail
S04608,Female,15,Bachelor,Medium,Yes,Moderate,2.02,91.9,6.39,3.3,59.9,81.1,1,No,1.54,Fail
S04609,Female,18,Bachelor,Medium,No,Noisy,1.08,69.8,7.31,2.6,70.3,80.8,1,No,1.41,Fail
S04610,Male,18,Bachelor,High,Yes,Moderate,2.93,67.9,6.79,2.3,63.9,81.4,2,No,2.37,Pass
S04611,Male,18,High School,Medium,Yes,Moderate,1.62,72.8,5.51,4.1,52.1,67.0,3,No,0.75,Fail
S04612,Female,16,Master,Low,Yes,Moderate,3.88,100.0,6.58,1.8,70.2,51.4,0,Yes,2.32,Pass
S04613,Male,17,Bachelor,Medium,Yes,Quiet,1.0,78.5,6.79,4.5,100.0,72.5,2,No,1.15,Fail
S04614,Male,17,Bachelor,Medium,Yes,Quiet,4.43,93.1,7.51,1.6,86.7,84.1,2,Yes,2.28,Pass
S04615,Male,15,Bachelor,Medium,Yes,Quiet,4.0,90.9,7.29,2.1,86.4,83.0,4,No,2.45,Pass
S04616,Male,16,Master,Medium,Yes,Quiet,1.72,83.2,8.76,3.6,61.8,73.5,0,No,0.71,Fail
S04617,Female,18,High School,Low,Yes,Noisy,2.89,93.3,6.02,6.0,50.7,75.1,1,No,1.7,Fail
S04618,Male,15,High School,Low,Yes,Quiet,1.97,72.7,7.55,0.0,88.5,49.0,0,No,1.86,Fail
S04619,Male,16,Master,Medium,Yes,Moderate,3.69,80.3,7.63,3.8,95.1,93.4,4,No,2.31,Pass
S04620,Male,15,Bachelor,Medium,No,Moderate,5.16,62.8,7.28,3.2,82.4,68.3,4,Yes,2.72,Pass
S04621,Male,16,Master,Low,Yes,Moderate,4.42,86.0,6.7,1.8,91.4,38.4,0,No,2.21,Pass
S04622,Male,16,High School,High,Yes,Moderate,2.17,77.1,6.32,3.0,75.0,67.9,4,No,1.21,Fail
S04623,Male,17,High School,Medium,Yes,Moderate,3.14,100.0,6.96,0.7,80.8,71.2,3,No,2.32,Pass
S04624,Male,15,Master,High,Yes,Moderate,4.83,85.6,5.21,1.3,69.2,78.1,1,No,2.37,Pass
S04625,Male,18,Bachelor,Low,Yes,Noisy,3.63,93.2,6.08,3.1,85.8,68.9,2,No,1.98,Pass
S04626,Female,17,Bachelor,Low,Yes,Quiet,4.21,91.5,6.03,1.0,77.2,61.3,4,No,2.6,Pass
S04627,Male,17,High School,Medium,Yes,Quiet,3.78,84.2,7.5,2.7,89.1,62.1,3,No,2.03,Pass
S04628,Female,18,High School,Low,Yes,Moderate,3.09,94.9,7.63,1.5,91.7,70.0,1,Yes,2.57,Pass
S04629,Male,16,Bachelor,High,Yes,Quiet,2.92,85.3,5.93,1.8,74.7,67.3,2,No,2.57,Pass
S04630,Male,18,High School,Low,Yes,Moderate,1.55,89.8,5.69,4.1,87.7,99.9,3,No,1.81,Fail
S04631,Male,15,Master,Medium,Yes,Noisy,2.08,100.0,5.54,0.8,69.6,65.1,0,No,1.94,Fail
S04632,Male,18,Master,High,Yes,Moderate,1.92,86.9,7.98,2.4,100.0,58.5,2,No,1.38,Fail
S04633,Female,16,High School,Medium,No,Noisy,2.58,79.7,7.92,3.2,100.0,86.3,3,No,2.01,Fail
S04634,Male,18,Bachelor,Low,No,Quiet,3.12,77.9,7.65,2.9,84.4,70.0,1,No,1.56,Fail
S04635,Male,16,Bachelor,Medium,Yes,Quiet,2.87,84.2,8.5,1.6,68.6,83.7,2,No,1.75,Fail
S04636,Female,16,High School,Medium,Yes,Moderate,3.26,86.2,8.78,3.0,83.7,68.7,4,Yes,1.93,Fail
S04637,Female,15,High School,Low,Yes,Noisy,3.8,85.6,6.01,1.0,61.8,80.8,1,Yes,2.16,Pass
S04638,Male,18,Bachelor,Medium,Yes,Moderate,2.5,69.2,6.61,1.8,86.1,88.9,2,No,2.24,Fail
S04639,Female,18,Bachelor,High,Yes,Noisy,3.89,62.4,7.78,4.9,48.0,91.4,3,Yes,1.48,Fail
S04640,Female,15,Bachelor,High,Yes,Noisy,4.37,75.3,4.24,3.5,63.8,81.4,0,Yes,2.24,Pass
S04641,Female,16,Bachelor,Low,No,Moderate,3.5,85.6,6.75,2.5,85.5,38.9,3,No,1.86,Fail
S04642,Male,18,Master,Low,Yes,Quiet,2.35,85.6,7.96,3.2,100.0,47.3,2,No,1.79,Fail
S04643,Male,15,Master,Low,Yes,Moderate,4.14,89.5,6.65,1.3,85.5,74.5,4,No,2.4,Pass
S04644,Male,16,Bachelor,Medium,Yes,Noisy,3.58,88.6,7.73,2.9,75.2,48.1,2,Yes,1.34,Fail
S04645,Female,15,Master,Medium,No,Quiet,3.74,80.0,5.0,1.8,65.5,53.7,2,No,1.2,Fail
S04646,Male,18,High School,High,Yes,Moderate,4.84,74.8,7.28,1.6,72.3,83.5,2,Yes,2.1,Pass
S04647,Female,15,Master,Medium,Yes,Moderate,3.85,90.2,6.54,2.3,53.5,60.0,1,No,2.29,Fail
S04648,Male,17,Bachelor,Low,Yes,Quiet,4.89,87.3,6.77,1.6,74.0,61.5,4,Yes,1.8,Fail
S04649,Male,16,Master,Medium,Yes,Moderate,2.82,74.1,6.05,2.7,100.0,64.1,2,No,0.77,Fail
S04650,Female,17,Bachelor,Low,Yes,Quiet,2.48,91.2,8.6,3.1,81.9,88.2,2,Yes,2.6,Pass
S04651,Male,17,High School,Low,Yes,Noisy,4.38,94.6,7.07,2.1,86.3,88.9,1,No,3.07,Pass
S04652,Female,16,Bachelor,Low,Yes,Moderate,1.82,92.9,7.15,0.0,52.1,100.0,0,Yes,2.01,Fail
S04653,Female,16,High School,Low,Yes,Noisy,5.27,94.6,9.06,1.2,100.0,82.8,2,No,3.03,Pass
S04654,Male,15,Bachelor,Medium,Yes,Quiet,4.56,77.5,6.08,0.9,100.0,93.7,4,No,2.82,Pass
S04655,Female,16,Bachelor,Medium,Yes,Quiet,3.11,93.5,7.14,3.1,83.2,59.4,3,No,1.27,Fail
S04656,Male,17,Master,Low,Yes,Noisy,4.44,83.4,6.32,1.4,89.2,48.9,2,No,2.36,Pass
S04657,Male,17,Bachelor,High,Yes,Quiet,3.79,100.0,6.27,1.7,70.0,79.1,1,No,2.73,Pass
S04658,Female,18,Bachelor,Medium,Yes,Quiet,1.45,93.9,7.31,3.8,75.9,67.1,2,Yes,1.7,Fail
S04659,Male,16,High School,Low,Yes,Quiet,2.02,89.3,6.72,1.3,100.0,95.0,1,No,1.55,Fail
S04660,Female,17,PhD,Low,Yes,Moderate,3.34,100.0,8.98,2.8,73.0,64.2,1,No,1.81,Fail
S04661,Male,18,Master,Medium,Yes,Quiet,3.19,79.9,8.78,1.6,100.0,60.8,2,No,2.26,Fail
S04662,Male,18,Master,High,Yes,Moderate,4.57,90.5,6.84,1.8,100.0,65.6,1,No,2.42,Pass
S04663,Male,15,High School,Medium,Yes,Moderate,3.36,100.0,5.46,0.8,86.6,69.4,0,No,2.55,Pass
S04664,Male,17,Bachelor,High,Yes,Moderate,1.48,93.1,6.71,1.7,78.2,70.5,2,No,1.67,Fail
S04665,Male,15,High School,Medium,Yes,Noisy,2.35,86.5,8.05,3.3,60.1,72.3,2,Yes,2.52,Pass
S04666,Female,17,Bachelor,Medium,Yes,Quiet,3.89,82.3,6.11,1.1,88.1,90.2,0,No,2.32,Pass
S04667,Female,15,High School,Medium,Yes,Moderate,0.81,75.3,8.6,1.4,80.2,52.7,2,Yes,1.67,Fail
S04668,Female,15,Bachelor,Medium,Yes,Quiet,1.31,82.1,7.58,5.8,78.4,83.3,0,No,0.99,Fail
S04669,Female,16,Bachelor,Medium,Yes,Noisy,2.55,76.8,5.83,2.9,72.8,80.5,1,Yes,1.73,Pass
S04670,Female,15,High School,High,No,Noisy,4.11,82.7,6.34,3.0,84.5,74.8,3,No,2.56,Pass
S04671,Female,16,Bachelor,Low,Yes,Quiet,2.74,83.9,6.48,1.6,87.0,76.7,1,No,1.19,Fail
S04672,Male,18,Master,Medium,Yes,Quiet,3.55,94.9,6.19,4.1,79.5,63.3,3,No,1.83,Fail
S04673,Male,17,High School,Medium,Yes,Quiet,3.01,80.9,5.85,4.3,97.7,49.1,4,Yes,1.32,Fail
S04674,Female,18,Master,Medium,Yes,Noisy,2.83,79.0,6.42,1.6,79.7,75.7,1,No,2.62,Pass
S04675,Female,17,High School,Low,Yes,Moderate,2.22,93.9,6.62,4.1,77.7,62.9,2,No,1.65,Fail
S04676,Male,18,High School,Medium,Yes,Noisy,4.01,92.0,8.3,4.5,63.1,78.7,0,No,2.45,Pass
S04677,Male,17,High School,Medium,Yes,Quiet,1.49,82.6,7.44,0.0,76.9,65.2,1,No,1.44,Fail
S04678,Male,15,Master,Medium,Yes,Moderate,2.72,91.0,7.5,3.8,79.0,82.8,1,No,1.5,Fail
S04679,Female,17,Bachelor,Medium,Yes,Moderate,4.38,82.4,7.35,1.4,43.1,85.9,6,No,2.39,Fail
S04680,Female,17,Master,Medium,Yes,Noisy,2.08,82.9,6.2,4.5,87.7,83.9,3,No,1.59,Fail
S04681,Female,18,Bachelor,Medium,Yes,Quiet,1.13,100.0,8.15,1.3,93.7,88.8,3,Yes,1.94,Fail
S04682,Male,18,High School,High,Yes,Quiet,0.5,83.6,6.57,3.4,100.0,69.8,1,No,1.84,Fail
S04683,Male,18,Bachelor,High,Yes,Noisy,3.8,80.9,6.66,0.0,66.1,85.0,1,No,2.21,Pass
S04684,Female,16,High School,Low,Yes,Quiet,3.88,85.2,7.38,4.2,78.4,64.5,2,Yes,1.64,Fail
S04685,Female,16,Master,Low,Yes,Moderate,2.59,65.3,9.5,2.6,86.8,61.8,3,Yes,2.05,Fail
S04686,Male,17,High School,Medium,Yes,Moderate,1.47,83.3,6.43,4.4,79.2,71.2,5,Yes,1.23,Fail
S04687,Male,17,High School,Medium,Yes,Quiet,2.82,87.5,5.37,1.4,68.8,89.7,1,Yes,2.07,Fail
S04688,Male,15,Master,High,Yes,Quiet,4.41,100.0,7.29,2.8,58.0,67.0,2,No,2.57,Pass
S04689,Male,15,PhD,Medium,Yes,Moderate,1.48,85.9,7.68,4.8,81.1,83.6,4,No,1.8,Pass
S04690,Female,17,High School,High,Yes,Quiet,4.27,89.4,6.57,2.5,98.5,55.0,5,Yes,1.85,Pass
S04691,Male,16,Master,Low,Yes,Quiet,0.97,88.5,6.41,3.1,80.1,41.9,1,No,1.94,Fail
S04692,Male,17,High School,Medium,Yes,Moderate,1.64,100.0,5.73,3.5,79.1,62.7,1,No,2.11,Pass
S04693,Male,15,Master,Low,Yes,Noisy,3.13,95.0,7.34,0.2,85.8,69.2,2,Yes,2.04,Fail
S04694,Female,16,Bachelor,Low,Yes,Moderate,4.14,70.5,8.94,1.7,91.3,84.9,5,Yes,2.12,Pass
S04695,Female,16,High School,Medium,Yes,Noisy,4.77,97.3,8.71,4.2,84.9,66.5,1,No,3.06,Pass
S04696,Male,15,High School,Low,Yes,Noisy,4.19,75.6,7.3,0.0,61.4,94.2,4,Yes,2.38,Pass
S04697,Male,17,High School,Medium,Yes,Noisy,4.86,78.5,6.58,4.2,86.9,77.5,3,Yes,2.41,Pass
S04698,Male,18,High School,Medium,Yes,Noisy,3.22,72.0,7.38,1.6,70.6,66.5,0,No,1.95,Pass
S04699,Female,17,High School,High,Yes,Moderate,2.25,100.0,6.68,5.6,69.2,73.5,1,No,1.65,Fail
S04700,Female,17,Bachelor,Low,No,Moderate,4.42,96.9,6.36,3.2,63.8,54.2,1,No,2.67,Pass
S04701,Female,15,PhD,Medium,Yes,Moderate,4.64,97.3,7.16,1.3,78.7,66.6,4,No,2.29,Pass
S04702,Male,16,High School,High,Yes,Noisy,4.12,95.4,8.28,4.0,71.9,67.3,1,No,2.28,Fail
S04703,Female,15,Bachelor,High,Yes,Moderate,3.74,91.9,6.81,4.6,75.6,72.9,1,No,3.71,Pass
S04704,Male,17,Bachelor,Medium,Yes,Moderate,4.67,81.8,6.8,3.4,65.0,65.6,3,No,1.84,Fail
S04705,Male,18,Master,Medium,Yes,Quiet,3.41,87.1,6.74,1.8,93.4,77.0,2,No,2.26,Pass
S04706,Male,18,Bachelor,Medium,Yes,Noisy,2.98,79.8,7.79,4.7,74.1,45.9,2,No,1.95,Fail
S04707,Female,18,Bachelor,Medium,Yes,Moderate,3.87,76.5,7.85,1.1,69.1,86.6,0,No,2.32,Pass
S04708,Male,15,Bachelor,Medium,Yes,Quiet,3.57,78.6,5.92,4.1,54.7,69.7,0,No,2.22,Pass
S04709,Female,16,High School,Medium,Yes,Moderate,4.06,100.0,6.82,0.0,100.0,81.5,0,No,3.58,Pass
S04710,Female,15,High School,Medium,Yes,Quiet,2.84,81.2,8.11,2.7,56.7,85.6,4,No,1.73,Fail
S04711,Male,18,Bachelor,Medium,Yes,Quiet,4.09,95.0,6.67,1.7,84.3,72.8,3,No,2.35,Pass
S04712,Male,17,High School,Low,Yes,Quiet,4.03,100.0,8.39,0.4,89.9,83.0,5,No,3.08,Pass
S04713,Female,16,Bachelor,Medium,Yes,Quiet,3.26,92.8,7.69,4.5,74.2,75.4,2,No,1.99,Pass
S04714,Male,15,High School,Low,Yes,Quiet,2.1,77.1,8.76,0.0,86.3,74.8,2,Yes,2.56,Pass
S04715,Female,15,Bachelor,Medium,Yes,Moderate,4.49,77.6,6.69,4.6,87.4,62.7,3,No,1.68,Fail
S04716,Male,16,High School,Low,Yes,Noisy,1.55,86.2,7.7,0.2,92.6,88.1,1,Yes,2.36,Pass
S04717,Female,16,Master,Medium,Yes,Moderate,1.85,100.0,7.73,4.1,89.1,71.6,1,No,1.99,Pass
S04718,Female,17,Master,High,Yes,Moderate,3.2,99.2,8.08,1.3,75.3,90.9,1,No,2.64,Pass
S04719,Female,16,High School,Medium,Yes,Noisy,0.5,90.4,7.35,0.0,74.0,53.3,4,No,1.11,Fail
S04720,Female,17,High School,Low,Yes,Quiet,4.85,83.0,8.11,1.8,100.0,61.1,1,Yes,2.68,Pass
S04721,Male,18,Bachelor,Medium,Yes,Moderate,3.02,88.8,6.37,3.3,96.4,53.5,1,No,2.02,Pass
S04722,Male,18,High School,Low,Yes,Quiet,4.85,86.9,6.94,1.2,69.5,86.3,2,Yes,3.44,Pass
S04723,Female,15,High School,Medium,Yes,Moderate,5.16,86.8,5.51,2.9,85.0,79.0,2,No,2.53,Pass
S04724,Female,18,High School,Medium,Yes,Quiet,2.81,76.2,6.73,3.5,85.9,46.9,2,No,1.58,Fail
S04725,Male,18,Master,High,Yes,Noisy,4.62,76.1,6.15,4.7,79.7,57.3,2,Yes,2.59,Fail
S04726,Male,17,Master,Low,Yes,Quiet,1.73,88.3,7.33,2.6,100.0,53.0,0,No,1.48,Fail
S04727,Male,15,Bachelor,Medium,Yes,Moderate,3.52,73.4,7.99,4.2,78.4,85.4,2,No,1.68,Fail
S04728,Male,16,Bachelor,High,Yes,Quiet,2.43,78.7,7.56,3.8,78.8,88.1,1,No,2.01,Fail
S04729,Male,15,Master,High,Yes,Moderate,3.84,85.3,7.78,2.4,92.3,63.0,0,No,3.13,Pass
S04730,Male,18,Master,Low,Yes,Moderate,4.06,88.3,7.1,4.2,65.8,39.0,1,Yes,1.87,Pass
S04731,Female,16,PhD,Medium,Yes,Quiet,2.81,96.2,6.86,3.8,72.1,40.3,1,No,1.45,Fail
S04732,Male,15,High School,Low,Yes,Quiet,3.65,72.5,5.83,2.3,100.0,89.7,2,No,2.01,Pass
S04733,Male,15,High School,Medium,Yes,Quiet,4.13,72.5,5.08,3.6,79.6,88.5,3,No,2.31,Pass
S04734,Female,15,Bachelor,Low,No,Moderate,3.23,98.1,5.49,2.9,67.9,93.4,1,No,1.47,Fail
S04735,Male,15,Bachelor,High,Yes,Quiet,6.05,100.0,6.34,3.3,82.6,68.1,4,No,2.75,Pass
S04736,Male,17,High School,Low,Yes,Moderate,2.84,74.6,7.91,5.3,82.1,39.2,3,No,2.27,Pass
S04737,Male,15,High School,Medium,Yes,Moderate,4.99,76.5,5.77,1.3,100.0,77.4,0,Yes,2.47,Pass
S04738,Male,18,Master,Medium,Yes,Quiet,4.37,90.5,6.18,2.9,96.3,62.7,1,No,2.09,Pass
S04739,Male,18,Master,High,Yes,Quiet,0.77,85.5,6.53,2.5,83.1,96.6,2,No,1.95,Fail
S04740,Female,17,High School,Medium,Yes,Noisy,4.79,85.6,8.29,3.7,100.0,80.3,3,No,1.97,Pass
S04741,Male,16,Master,Low,Yes,Moderate,4.29,77.2,6.96,1.8,99.1,73.0,3,No,2.91,Pass
S04742,Female,16,Bachelor,Low,No,Quiet,3.14,92.2,7.13,1.7,85.4,64.1,2,No,1.75,Pass
S04743,Female,18,Master,Low,Yes,Moderate,3.44,82.6,7.41,2.4,67.3,90.1,1,Yes,2.43,Pass
S04744,Male,18,Bachelor,Medium,Yes,Noisy,3.59,82.3,8.39,3.2,100.0,59.3,3,Yes,2.32,Pass
S04745,Female,17,High School,Medium,Yes,Quiet,4.65,73.7,7.08,1.8,99.0,49.2,1,Yes,2.25,Pass
S04746,Male,16,Bachelor,Medium,Yes,Moderate,2.5,92.9,5.23,0.0,61.8,71.2,3,No,2.14,Pass
S04747,Female,16,Bachelor,Low,Yes,Quiet,4.9,81.4,7.13,1.1,71.1,86.3,3,No,2.15,Fail
S04748,Female,15,Bachelor,Medium,Yes,Quiet,1.7,84.5,8.44,4.6,60.0,94.6,2,No,1.04,Fail
S04749,Male,15,High School,Medium,No,Quiet,0.89,96.9,7.64,4.8,63.9,46.4,0,Yes,1.28,Fail
S04750,Male,15,PhD,High,Yes,Moderate,3.71,74.5,7.22,1.8,99.0,89.1,1,No,1.76,Fail
S04751,Male,17,High School,Medium,Yes,Moderate,4.51,84.1,7.35,5.2,81.4,69.1,3,No,2.15,Pass
S04752,Male,18,High School,Medium,Yes,Moderate,2.78,69.4,5.16,2.0,70.0,82.1,4,No,1.15,Fail
S04753,Male,17,Bachelor,Medium,Yes,Quiet,0.5,79.8,5.02,0.2,91.3,48.6,1,No,1.13,Fail
S04754,Female,16,Bachelor,Low,Yes,Moderate,1.21,97.9,7.89,2.0,92.6,64.2,0,Yes,1.88,Fail
S04755,Female,18,Bachelor,Medium,Yes,Quiet,3.52,69.6,8.29,3.6,100.0,79.7,2,No,1.97,Fail
S04756,Female,15,Master,Medium,Yes,Moderate,2.99,87.4,6.37,1.7,89.1,70.0,3,No,2.6,Pass
S04757,Female,17,Bachelor,Low,Yes,Quiet,4.54,100.0,7.19,3.4,89.6,68.2,1,No,2.32,Pass
S04758,Female,17,Bachelor,Low,Yes,Noisy,3.09,90.5,7.62,2.9,67.7,64.9,3,Yes,2.09,Fail
S04759,Female,15,Bachelor,Low,Yes,Quiet,2.11,79.2,8.66,2.1,81.5,70.1,0,No,2.0,Fail
S04760,Female,17,High School,High,Yes,Moderate,3.37,73.9,6.92,3.7,79.5,70.3,2,No,2.54,Pass
S04761,Male,15,Bachelor,Low,Yes,Moderate,4.22,65.7,7.74,4.3,44.8,53.0,0,Yes,1.42,Fail
S04762,Male,16,Master,Medium,Yes,Moderate,4.62,100.0,8.99,2.8,85.4,61.6,5,No,2.03,Pass
S04763,Female,18,High School,Low,Yes,Noisy,2.87,80.8,6.72,3.4,54.4,78.9,1,No,1.83,Fail
S04764,Female,16,Bachelor,Medium,Yes,Quiet,3.08,67.0,7.06,0.3,90.8,68.0,0,No,1.9,Fail
S04765,Male,16,Master,Medium,Yes,Moderate,3.94,74.8,5.89,4.6,74.2,77.4,1,No,2.19,Pass
S04766,Male,15,High School,High,Yes,Quiet,2.1,74.2,5.94,1.7,74.5,67.5,1,No,2.41,Pass
S04767,Male,17,Bachelor,Low,Yes,Quiet,3.88,80.0,7.88,1.2,72.5,61.4,2,No,2.24,Pass
S04768,Male,16,PhD,Medium,Yes,Noisy,2.72,100.0,8.19,3.8,70.9,85.3,0,Yes,2.15,Pass
S04769,Female,16,High School,Medium,Yes,Quiet,2.91,94.2,8.16,1.9,76.6,79.6,1,No,3.18,Pass
S04770,Male,16,High School,High,Yes,Quiet,3.0,89.8,5.97,1.5,93.9,68.4,4,No,2.8,Pass
S04771,Female,17,Master,Low,Yes,Quiet,3.16,97.0,6.79,2.1,63.7,81.6,2,No,2.02,Fail
S04772,Female,17,Master,Low,Yes,Moderate,5.3,100.0,7.48,0.7,80.2,79.3,3,No,3.02,Pass
S04773,Female,15,Bachelor,Medium,Yes,Noisy,2.44,90.3,4.72,1.4,100.0,61.4,1,No,1.87,Fail
S04774,Male,16,Bachelor,Low,Yes,Quiet,2.5,99.4,7.46,4.0,69.9,72.5,5,No,1.96,Fail
S04775,Male,18,Master,Low,Yes,Moderate,4.74,78.6,8.88,4.2,79.8,75.7,2,Yes,2.27,Pass
S04776,Female,17,Bachelor,Medium,No,Moderate,3.53,76.4,8.14,2.6,92.6,77.3,2,Yes,1.88,Fail
S04777,Female,15,High School,Medium,Yes,Quiet,3.92,74.7,4.59,1.5,100.0,96.4,1,No,2.4,Pass
S04778,Female,16,High School,Medium,Yes,Moderate,1.76,87.9,7.4,3.1,100.0,79.7,2,Yes,1.35,Fail
S04779,Male,18,Bachelor,Medium,Yes,Moderate,3.3,58.7,7.22,0.0,77.9,79.9,1,No,2.19,Pass
S04780,Female,17,Master,Medium,Yes,Quiet,3.97,98.2,7.27,4.3,85.9,53.7,2,No,1.85,Pass
S04781,Male,18,Master,Medium,Yes,Noisy,2.19,80.1,7.11,2.4,76.9,100.0,2,Yes,1.74,Pass
S04782,Female,17,PhD,Medium,No,Quiet,3.75,93.3,6.67,0.9,96.4,50.7,1,No,2.25,Pass
S04783,Female,15,Master,Medium,Yes,Quiet,2.75,71.1,4.67,4.7,78.2,61.7,2,No,1.11,Fail
S04784,Female,18,Bachelor,Low,Yes,Noisy,2.23,96.1,7.31,2.6,100.0,62.4,2,No,2.22,Pass
S04785,Male,16,Bachelor,Low,Yes,Moderate,4.22,98.8,7.63,1.9,51.0,65.3,3,No,2.22,Pass
S04786,Male,16,Master,Medium,Yes,Noisy,4.37,86.0,6.44,5.6,89.2,56.8,2,No,2.43,Pass
S04787,Female,17,Bachelor,Medium,Yes,Moderate,3.15,90.3,8.26,1.7,91.2,45.7,4,No,1.86,Pass
S04788,Male,16,Bachelor,Medium,Yes,Moderate,3.54,74.7,5.36,3.6,42.2,87.7,2,No,2.12,Pass
S04789,Female,18,High School,Medium,Yes,Moderate,4.59,85.5,5.27,3.5,55.5,62.3,2,No,1.79,Fail
